"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Enteroscape_v4.1.nlogo"
"parameter sweep (adhesion/deadhesion)"
"12/20/2024 23:23:39:968 -0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-10","10"
"[run number]","Eat","Yeast-Speed","Yeast-intake-prob","Yeast-adhesion-prob","Yeast-deadhesion-Prob","Yeast-biofilm-secretion-rate","Beneficial-Microbe-Speed","Beneficial-Microbe-intake-prob","Beneficial-Microbe-adhesion-prob","Beneficial-Microbe-deadhesion-Prob","Beneficial-Microbe-molecule-secretion-rate","Beneficial-Microbe-molecule-degradation-rate","Worm-Death-Probability","[step]","count turtles","ticks","g-death-tracker","g-pharynx-inflammation"
"2003","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1586","102","1587","2","2"
"1999","true","0.59","34","25","60","0.04","0.59","0","53","36","0.9","0.2","0.02","3147","93","3148","2","2"
"1997","true","0.59","34","25","60","0.04","0.59","0","53","36","0.9","0.2","0.02","3824","117","3825","2","2"
"1995","true","0.59","34","25","60","0.04","0.59","0","53","36","0.9","0.2","0.02","4357","118","4358","2","4"
"1994","true","0.59","34","25","60","0.04","0.59","0","53","36","0.9","0.2","0.02","4339","115","4340","2","3"
"1993","true","0.59","34","25","60","0.04","0.59","0","53","36","0.9","0.2","0.02","4503","123","4504","2","2"
"1985","true","0.59","34","25","60","0.04","0.59","0","53","36","0.9","0.2","0.02","4700","93","4701","2","3"
"2001","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3945","89","3946","2","2"
"2007","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2289","101","2290","2","2"
"2004","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3300","105","3301","2","2"
"2005","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3950","98","3951","2","2"
"2011","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3120","111","3121","2","2"
"2009","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3626","87","3627","2","2"
"2010","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3266","85","3267","2","2"
"2006","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3823","126","3824","2","2"
"2015","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2835","108","2836","2","2"
"2008","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4341","83","4342","2","2"
"2020","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","924","109","925","1","2"
"2017","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2496","103","2497","2","2"
"2012","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4023","87","4024","2","2"
"2013","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3662","101","3663","2","2"
"2016","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3456","107","3457","2","2"
"2018","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2606","97","2607","2","2"
"2021","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2353","108","2354","2","2"
"2014","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3916","95","3917","2","2"
"2019","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3417","98","3418","2","2"
"2026","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2458","108","2459","2","2"
"2023","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3586","98","3587","2","2"
"2022","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3364","108","3365","1","2"
"2028","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2547","121","2548","2","2"
"2024","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3875","98","3876","2","2"
"2025","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4233","90","4234","2","2"
"2030","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3225","113","3226","2","2"
"2029","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3478","113","3479","2","2"
"2031","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3114","92","3115","2","2"
"2039","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","853","103","854","2","2"
"2027","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4504","91","4505","2","2"
"2038","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1998","111","1999","2","2"
"2037","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2731","106","2732","2","2"
"2033","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3817","103","3818","2","2"
"2034","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3906","99","3907","2","2"
"2035","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4327","109","4328","2","2"
"2036","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3564","103","3565","2","2"
"2043","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2777","107","2778","2","2"
"2042","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3127","117","3128","2","2"
"2040","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3747","94","3748","2","2"
"2047","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2248","87","2249","2","2"
"2032","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4094","106","4095","2","2"
"2044","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3173","99","3174","2","2"
"2041","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3821","115","3822","2","2"
"2053","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","644","107","645","2","2"
"2045","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3637","91","3638","2","2"
"2046","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2741","82","2742","2","2"
"2048","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3347","99","3348","2","2"
"2054","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1406","96","1407","2","2"
"2051","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2732","103","2733","2","2"
"2049","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3487","97","3488","2","2"
"2056","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1993","102","1994","1","2"
"2057","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2285","90","2286","2","2"
"2060","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1919","102","1920","2","2"
"2050","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3675","102","3676","2","2"
"2052","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3423","95","3424","2","2"
"2059","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2579","96","2580","2","2"
"2064","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1556","104","1557","2","2"
"2055","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2196","108","2197","2","2"
"2058","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3759","102","3760","2","2"
"2062","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3522","126","3523","2","2"
"2061","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3816","111","3817","2","2"
"2063","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3957","103","3958","2","2"
"2065","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3247","115","3248","2","2"
"2066","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3147","117","3148","2","2"
"2067","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3101","105","3102","2","2"
"2069","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3390","104","3391","2","2"
"2068","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3255","104","3256","2","2"
"2070","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3497","95","3498","2","2"
"2071","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3207","108","3208","2","2"
"2073","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3103","97","3104","2","2"
"2074","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3151","110","3152","2","2"
"2081","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2019","107","2020","1","2"
"2083","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2104","102","2105","2","2"
"2072","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3143","96","3144","2","2"
"2075","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3847","94","3848","2","2"
"2077","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3171","97","3172","2","2"
"2076","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4075","107","4076","2","2"
"2082","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3433","93","3434","2","2"
"2080","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3635","104","3636","2","2"
"2084","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2894","100","2895","2","2"
"2078","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4154","108","4155","2","2"
"2088","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1068","104","1069","2","2"
"2079","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4289","99","4290","2","2"
"2086","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2971","99","2972","2","2"
"2085","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3753","105","3754","2","2"
"2089","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3381","114","3382","2","2"
"2092","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2706","106","2707","2","2"
"2087","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4214","101","4215","2","2"
"2096","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1868","95","1869","2","2"
"2094","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3247","97","3248","2","2"
"2091","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3760","89","3761","2","2"
"2090","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4110","93","4111","2","2"
"2100","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","1069","82","1070","2","2"
"2097","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","2387","94","2388","1","2"
"2093","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4409","120","4410","2","2"
"2095","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","4208","121","4209","2","2"
"2098","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3249","94","3250","2","2"
"2099","true","0.59","34","25","65","0.04","0.59","0","53","36","0.9","0.2","0.02","3555","87","3556","2","2"
"2108","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1760","104","1761","2","2"
"2107","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2183","89","2184","2","2"
"2103","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1472","98","1473","2","2"
"2101","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3617","90","3618","2","2"
"2102","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3840","106","3841","2","2"
"2105","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3030","101","3031","2","2"
"2104","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3169","102","3170","2","2"
"2110","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1535","89","1536","2","2"
"2113","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1769","100","1770","2","2"
"2106","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4623","107","4624","2","2"
"2109","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3997","110","3998","2","2"
"2117","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2784","98","2785","2","2"
"2112","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3858","100","3859","2","2"
"2114","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3649","89","3650","2","2"
"2121","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1836","84","1837","2","2"
"2111","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3644","105","3645","2","2"
"2116","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3394","96","3395","2","2"
"2118","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3340","103","3341","2","2"
"2120","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3265","113","3266","2","2"
"2122","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1838","94","1839","2","2"
"2126","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1296","89","1297","2","2"
"2119","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4692","96","4693","2","2"
"2115","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4391","103","4392","2","2"
"2131","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2466","93","2467","2","2"
"2129","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3091","102","3092","2","2"
"2125","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3498","100","3499","2","2"
"2127","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3199","79","3200","2","2"
"2124","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4042","104","4043","2","2"
"2128","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3513","94","3514","2","2"
"2123","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4343","96","4344","2","2"
"2130","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3567","90","3568","2","2"
"2132","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2855","96","2856","2","2"
"2133","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3822","104","3823","2","2"
"2134","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3511","98","3512","2","2"
"2136","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2065","84","2066","2","2"
"2137","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2664","104","2665","2","2"
"2140","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3289","99","3290","2","2"
"2138","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3443","99","3444","2","2"
"2139","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3408","90","3409","2","2"
"2149","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","704","105","705","2","2"
"2143","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3468","100","3469","2","2"
"2145","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2362","102","2363","2","2"
"2141","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3561","100","3562","2","2"
"2142","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4016","84","4017","2","2"
"2150","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1242","95","1243","2","2"
"2144","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4058","110","4059","2","2"
"2147","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2783","98","2784","2","2"
"2146","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3588","95","3589","2","2"
"2135","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3428","98","3429","2","2"
"2158","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","1300","99","1301","2","2"
"2148","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4210","86","4211","2","2"
"2152","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3428","104","3429","2","2"
"2161","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","888","86","889","2","2"
"2156","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2969","91","2970","2","2"
"2151","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3508","91","3509","2","2"
"2154","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3665","91","3666","2","2"
"2153","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3769","111","3770","2","2"
"2157","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3591","103","3592","2","2"
"2160","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3091","93","3092","2","2"
"2159","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3565","91","3566","2","2"
"2155","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4171","95","4172","2","2"
"2168","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2106","91","2107","2","2"
"2167","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2569","111","2570","2","2"
"2163","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3907","94","3908","2","2"
"2169","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3159","96","3160","2","2"
"2165","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2741","99","2742","2","2"
"2162","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4644","94","4645","2","2"
"2166","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3768","95","3769","2","2"
"2164","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4576","94","4577","2","2"
"2171","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3164","109","3165","2","2"
"2170","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3188","87","3189","2","2"
"2176","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2422","95","2423","2","2"
"2172","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4495","95","4496","2","2"
"2173","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4528","97","4529","2","2"
"2174","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4373","95","4374","2","2"
"2175","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3599","106","3600","2","2"
"2182","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3022","114","3023","2","2"
"2177","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3804","94","3805","2","2"
"2183","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3436","94","3437","2","2"
"2181","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4324","115","4325","2","2"
"2179","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4152","110","4153","2","2"
"2180","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4364","100","4365","2","2"
"2184","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3214","101","3215","2","2"
"2178","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3302","105","3303","2","2"
"2187","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2833","104","2834","2","2"
"2189","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2737","102","2738","2","2"
"2186","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3198","100","3199","2","2"
"2185","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3873","105","3874","2","2"
"2190","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3865","108","3866","2","2"
"2192","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3201","115","3202","2","2"
"2188","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4027","98","4028","2","2"
"2194","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3471","96","3472","2","2"
"2191","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4261","109","4262","2","2"
"2195","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3846","99","3847","2","2"
"2197","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3281","88","3282","2","2"
"2193","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4547","91","4548","2","2"
"2196","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","2909","89","2910","2","2"
"2203","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1434","511","1435","1","30"
"2198","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","4074","100","4075","2","2"
"2206","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1228","416","1229","1","28"
"2199","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3725","97","3726","2","2"
"2205","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1602","541","1603","2","32"
"2200","true","0.59","34","25","70","0.04","0.59","0","53","36","0.9","0.2","0.02","3762","105","3763","2","2"
"2201","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2229","763","2230","1","35"
"2202","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2315","793","2316","1","37"
"2207","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1817","613","1818","1","38"
"2212","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1442","461","1443","2","32"
"2204","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2277","771","2278","1","37"
"2210","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1769","608","1770","2","32"
"2208","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2125","714","2126","2","33"
"2220","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","754","265","755","1","22"
"2216","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1544","507","1545","1","35"
"2213","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1887","635","1888","1","34"
"2215","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2081","719","2082","1","34"
"2217","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2090","665","2091","2","33"
"2219","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1857","610","1858","1","33"
"2221","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1498","509","1499","1","31"
"2211","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2851","942","2852","1","33"
"2214","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2800","955","2801","1","38"
"2223","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2058","703","2059","1","34"
"2209","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2353","801","2354","1","37"
"2230","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1402","474","1403","1","27"
"2226","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1848","618","1849","1","32"
"2225","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2246","736","2247","1","34"
"2224","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2463","854","2464","2","38"
"2228","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2001","688","2002","2","33"
"2231","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1689","575","1690","1","34"
"2232","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1765","605","1766","1","32"
"2234","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1663","557","1664","1","31"
"2237","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1540","513","1541","1","31"
"2238","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1431","479","1432","1","28"
"2222","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","3070","1021","3071","1","39"
"2218","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","3681","1211","3682","1","33"
"2240","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1767","593","1768","1","31"
"2227","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","3449","1170","3450","2","42"
"2243","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1759","611","1760","2","30"
"2236","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2581","893","2582","2","32"
"2246","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1545","543","1546","1","33"
"2248","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1704","573","1705","2","33"
"2245","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","2817","942","2818","1","34"
"2250","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","1400","478","1401","1","29"
"2252","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","672","219","673","2","14"
"2242","true","0.59","34","30","20","0.04","0.59","0","53","36","0.9","0.2","0.02","3305","1096","3306","2","40"
