"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"PPw_yeast_v4.1.nlogo"
"CI Model Survival Curves- 10/2024"
"11/28/2024 13:32:48:557 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-10","10"
"[run number]","Eat","Yeast-Speed","Yeast-intake-prob","Yeast-adhesion-prob","Yeast-deadhesion-Prob","Yeast-biofilm-secretion-rate","Beneficial-Microbe-Speed","Beneficial-Microbe-intake-prob","Beneficial-Microbe-adhesion-prob","Beneficial-Microbe-deadhesion-Prob","Beneficial-Microbe-molecule-secretion-rate","Beneficial-Microbe-molecule-degradation-rate","Worm-Death-Probability","[step]","count turtles","ticks","g-death-tracker"
"19","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3143","570","3144","1"
"20","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3098","558","3099","1"
"24","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2098","468","2099","1"
"21","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3902","633","3903","2"
"23","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3975","665","3976","2"
"25","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2563","522","2564","2"
"26","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2837","512","2838","2"
"27","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3058","607","3059","2"
"31","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2841","596","2842","2"
"30","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3733","621","3734","2"
"28","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3964","698","3965","2"
"32","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2271","496","2272","1"
"29","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4248","668","4249","2"
"34","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1421","365","1422","2"
"35","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1457","391","1458","1"
"33","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2842","555","2843","2"
"36","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3592","603","3593","2"
"39","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2479","491","2480","1"
"41","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","699","266","700","2"
"37","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4008","660","4009","2"
"44","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1759","447","1760","2"
"38","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4245","727","4246","2"
"40","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4027","663","4028","2"
"43","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2913","590","2914","2"
"42","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3070","596","3071","2"
"46","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2019","453","2020","1"
"45","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2833","531","2834","2"
"48","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2987","618","2988","2"
"51","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2593","534","2594","2"
"47","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3813","608","3814","2"
"49","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3732","644","3733","2"
"50","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4282","699","4283","2"
"52","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2389","497","2390","2"
"53","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2869","520","2870","2"
"54","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2804","565","2805","2"
"56","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3073","547","3074","2"
"55","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3787","655","3788","2"
"60","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1490","435","1491","1"
"61","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1251","385","1252","2"
"57","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4472","757","4473","2"
"58","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4026","656","4027","2"
"59","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4110","643","4111","2"
"62","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2625","508","2626","1"
"64","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2611","542","2612","2"
"66","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1618","409","1619","1"
"63","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3260","578","3261","2"
"65","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3595","615","3596","2"
"68","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2658","520","2659","2"
"67","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3880","654","3881","2"
"72","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1409","382","1410","1"
"70","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2499","524","2500","2"
"69","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3092","611","3093","2"
"73","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2232","474","2233","1"
"71","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4352","659","4353","2"
"74","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2899","557","2900","2"
"79","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1089","354","1090","2"
"76","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3967","613","3968","2"
"75","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4288","692","4289","2"
"78","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3141","587","3142","2"
"77","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3886","620","3887","2"
"80","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3710","619","3711","2"
"84","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1879","453","1880","2"
"83","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2469","501","2470","1"
"82","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2374","480","2375","2"
"81","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3791","645","3792","2"
"86","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2177","473","2178","2"
"85","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2700","515","2701","2"
"88","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2575","523","2576","2"
"87","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3068","544","3069","2"
"89","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2864","552","2865","2"
"92","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1916","465","1917","2"
"93","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2261","478","2262","1"
"90","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3018","547","3019","2"
"96","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1186","337","1187","1"
"91","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4086","664","4087","2"
"97","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1932","419","1933","1"
"95","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2490","500","2491","2"
"94","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3716","651","3717","2"
"98","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3751","615","3752","2"
"100","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4008","687","4009","2"
"99","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4062","656","4063","2"
