"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"PPw_yeast_v4.1.nlogo"
"CI Model Survival Curves- 10/2024"
"11/14/2024 12:11:25:795 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-10","10"
"[run number]","Eat","Yeast-Speed","Yeast-intake-prob","Yeast-adhesion-prob","Yeast-deadhesion-Prob","Yeast-biofilm-secretion-rate","Beneficial-Microbe-Speed","Beneficial-Microbe-intake-prob","Beneficial-Microbe-adhesion-prob","Beneficial-Microbe-deadhesion-Prob","Beneficial-Microbe-molecule-secretion-rate","Beneficial-Microbe-molecule-degradation-rate","Worm-Death-Probability","[step]","count turtles","ticks","g-death-tracker"
"78","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1185","374","1186","2"
"65","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3599","575","3600","2"
"74","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2462","515","2463","2"
"72","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2636","542","2637","2"
"68","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3329","646","3330","2"
"83","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","988","365","989","1"
"73","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2291","467","2292","2"
"75","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2836","591","2837","2"
"77","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2706","545","2707","2"
"79","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3142","600","3143","2"
"91","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","804","282","805","2"
"76","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3455","601","3456","1"
"80","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3622","660","3623","2"
"94","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1024","351","1025","2"
"89","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2142","499","2143","2"
"84","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3656","616","3657","2"
"81","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3790","672","3791","2"
"82","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4372","696","4373","2"
"87","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3764","657","3765","2"
"86","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3580","656","3581","1"
"97","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2025","473","2026","2"
"90","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3527","673","3528","2"
"88","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3501","600","3502","2"
"85","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4641","795","4642","2"
"95","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3804","652","3805","2"
"98","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3035","595","3036","2"
"92","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4530","747","4531","2"
"99","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3445","619","3446","2"
"96","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3550","629","3551","1"
"93","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4486","746","4487","2"
"100","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2765","613","2766","2"
