"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"PPw_yeast_v4.1.nlogo"
"NI Model Survival Curves- 10/2024"
"11/28/2024 16:37:07:769 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-10","10"
"[run number]","Eat","Yeast-Speed","Yeast-intake-prob","Yeast-adhesion-prob","Yeast-deadhesion-Prob","Yeast-biofilm-secretion-rate","Beneficial-Microbe-Speed","Beneficial-Microbe-intake-prob","Beneficial-Microbe-adhesion-prob","Beneficial-Microbe-deadhesion-Prob","Beneficial-Microbe-molecule-secretion-rate","Beneficial-Microbe-molecule-degradation-rate","Worm-Death-Probability","[step]","count turtles","ticks","g-death-tracker"
"55","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3089","983","3090","2"
"56","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3342","1022","3343","1"
"57","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3059","951","3060","1"
"58","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3512","1084","3513","2"
"59","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2901","849","2902","2"
"60","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1725","475","1726","1"
"62","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3427","1094","3428","1"
"61","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3660","1173","3661","1"
"63","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3357","1065","3358","2"
"64","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3381","1062","3382","1"
"66","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2356","693","2357","2"
"65","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2600","799","2601","2"
"68","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1645","472","1646","1"
"67","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3280","993","3281","2"
"69","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3444","1038","3445","1"
"70","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2176","670","2177","1"
"71","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3167","979","3168","2"
"72","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3349","1045","3350","2"
