"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"PPw_yeast_v4.1.nlogo"
"CI Model Survival Curves- 10/2024"
"11/14/2024 12:16:26:921 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-10","10"
"[run number]","Eat","Yeast-Speed","Yeast-intake-prob","Yeast-adhesion-prob","Yeast-deadhesion-Prob","Yeast-biofilm-secretion-rate","Beneficial-Microbe-Speed","Beneficial-Microbe-intake-prob","Beneficial-Microbe-adhesion-prob","Beneficial-Microbe-deadhesion-Prob","Beneficial-Microbe-molecule-secretion-rate","Beneficial-Microbe-molecule-degradation-rate","Worm-Death-Probability","[step]","count turtles","ticks","g-death-tracker"
"24","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3467","629","3468","2"
"30","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3634","658","3635","2"
"28","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4102","586","4103","2"
"34","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2854","537","2855","2"
"41","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1029","334","1030","2"
"36","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3238","622","3239","2"
"43","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1974","467","1975","1"
"33","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3318","661","3319","2"
"26","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3870","652","3871","2"
"39","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3494","618","3495","2"
"45","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1837","463","1838","1"
"44","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2357","535","2358","2"
"38","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2893","584","2894","2"
"37","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4329","723","4330","2"
"35","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3871","645","3872","2"
"42","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3496","655","3497","2"
"52","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1357","387","1358","1"
"40","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4242","683","4243","2"
"53","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1857","432","1858","2"
"51","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2019","430","2020","2"
"46","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4209","698","4210","2"
"47","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4036","674","4037","2"
"49","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2829","560","2830","2"
"50","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3596","656","3597","2"
"57","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2714","562","2715","2"
"56","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3105","630","3106","2"
"48","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3618","681","3619","2"
"64","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1125","374","1126","2"
"62","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1249","389","1250","2"
"54","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3856","716","3857","2"
"58","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3729","678","3730","1"
"60","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3312","603","3313","2"
"55","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4342","704","4343","2"
"59","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3365","627","3366","2"
"69","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2412","553","2413","1"
"70","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2564","500","2565","2"
"61","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4094","694","4095","1"
"66","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3266","560","3267","2"
"68","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3382","601","3383","2"
"74","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2117","474","2118","1"
"65","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3672","635","3673","2"
"67","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3603","659","3604","2"
"76","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2264","533","2265","2"
"71","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3531","679","3532","2"
"73","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3064","543","3065","2"
"75","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3110","584","3111","2"
"78","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2681","590","2682","2"
"72","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3413","622","3414","2"
"84","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1442","372","1443","2"
"86","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1148","369","1149","2"
"79","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3407","664","3408","2"
"77","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3382","709","3383","2"
"63","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4176","768","4177","2"
"82","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2193","522","2194","2"
"89","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","1833","480","1834","2"
"83","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3098","606","3099","2"
"92","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2666","556","2667","2"
"85","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3166","617","3167","2"
"80","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3828","775","3829","2"
"81","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4292","720","4293","2"
"96","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2348","555","2349","2"
"95","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2189","511","2190","2"
"87","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3944","678","3945","2"
"91","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4083","673","4084","2"
"88","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4080","675","4081","2"
"90","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4381","741","4382","2"
"94","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3869","647","3870","2"
"99","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","2722","565","2723","2"
"93","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4255","761","4256","2"
"97","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","4409","738","4410","2"
"98","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3850","717","3851","2"
"100","true","0.59","34","53","36","0.04","0.59","34","53","36","0.9","0.2","0.03","3844","661","3845","2"
